bin	chr	sta1	end1	len1
2666	1	215811011	215814992	3981
2667	1	215814992	215817523.5	2531.5
2668	1	215817523.5	215817922	398.5
2669	1	215817922	215818455.5	533.5
2670	1	215818455.5	215821185.5	2730
2671	1	215821185.5	215821222.5	37
2672	1	215821222.5	215895500.5	74278
2673	1	215895500.5	215895541.5	41
2674	1	215895541.5	215895565	23.5
2675	1	215895565	215895678	113
2676	1	215895678	215897034	1356
2677	1	215897034	215897094	60
2678	1	215897094	215897175.5	81.5
2679	1	215897175.5	215897232.5	57
2680	1	215897232.5	216039557.5	142325
2681	1	216039557.5	216042031	2473.5
2682	1	216042031	216043080.5	1049.5
2683	1	216043080.5	216043408	327.5
2684	1	216043408	216043756	348
2685	1	216043756	216043804.5	48.5
2686	1	216043804.5	216043814.5	10
2687	1	216043814.5	216043837.5	23
2688	1	216043837.5	216043939.5	102
2689	1	216043939.5	216044091.5	152
2690	1	216044091.5	216052820.5	8729
2691	1	216052820.5	216052970.5	150
2692	1	216052970.5	216124490	71519.5
2693	1	216124490	216169163.5	44673.5
2694	1	216169163.5	216171386	2222.5
2695	1	216171386	216209816.5	38430.5
2696	1	216209816.5	216286155	76338.5
2697	1	216286155	216355079.5	68924.5
2698	1	216355079.5	216355096.5	17
2699	1	216355096.5	216355168.5	72
2700	1	216355168.5	216575415	220246.5
2701	1	216575415	216636295.5	60880.5
2702	1	216636295.5	216636339	43.5
2703	1	216636339	216640333.5	3994.5
2704	1	216640333.5	216640373.5	40
2705	1	216640373.5	216684688.5	44315
2706	1	216684688.5	216700230	15541.5
2707	1	216700230	216704711	4481
2708	1	216704711	216720389.5	15678.5
2709	1	216720389.5	216720582.5	193
2710	1	216720582.5	216722087.5	1505
2711	1	216722087.5	216722511	423.5
2712	1	216722511	216722563	52
2713	1	216722563	216817262	94699
2714	1	216817262	216817294.5	32.5
2715	1	216817294.5	216840066.5	22772
2716	1	216840066.5	216841139	1072.5
2717	1	216841139	216842197.5	1058.5
2718	1	216842197.5	216843230	1032.5
2719	1	216843230	216963472.5	120242.5
2720	1	216963472.5	216982307.5	18835
2721	1	216982307.5	217082234	99926.5
2722	1	217082234	217082588	354
2723	1	217082588	217084079	1491
2724	1	217084079	217084165.5	86.5
2725	1	217084165.5	217093421	9255.5
2726	1	217093421	217183410	89989
2727	1	217183410	217196081.5	12671.5
2728	1	217196081.5	217223988	27906.5
2729	1	217223988	217281919	57931
2730	1	217281919	217282782.5	863.5
2731	1	217282782.5	217284754.5	1972
2732	1	217284754.5	217285027.5	273
2733	1	217285027.5	217309761.5	24734
2734	1	217309761.5	217334495.5	24734
2735	1	217334495.5	217340714.5	6219
2736	1	217340714.5	217634382	293667.5
2737	1	217634382	217668840	34458
2738	1	217668840	217695203	26363
2739	1	217695203	217697864.5	2661.5
2740	1	217697864.5	217697940	75.5
2741	1	217697940	217697966.5	26.5
2742	1	217697966.5	217714676.5	16710
2743	1	217714676.5	217723313	8636.5
2744	1	217723313	217753102.5	29789.5
2745	1	217753102.5	217781499	28396.5
2746	1	217781499	217863681	82182
2747	1	217863681	217887311	23630
2748	1	217887311	218033486.5	146175.5
2749	1	218033486.5	218147999	114512.5
2750	1	218147999	218219675	71676
2751	1	218219675	218329556	109881
2752	1	218329556	218333309	3753
2753	1	218333309	218391711	58402
2754	1	218391711	218618598	226887
2755	1	218618598	218654435	35837
2756	1	218654435	218656109	1674
2757	1	218656109	218678572.5	22463.5
2758	1	218678572.5	218738192.5	59620
2759	1	218738192.5	218771126.5	32934
2760	1	218771126.5	218934644	163517.5
2761	1	218934644	219154894.5	220250.5
2762	1	219154894.5	219379949.5	225055
2763	1	219379949.5	219426811	46861.5
2764	1	219426811	219431417	4606
2765	1	219431417	219436372.5	4955.5
2766	1	219436372.5	219505688.5	69316
2767	1	219505688.5	219582184.5	76496
2768	1	219582184.5	219630139	47954.5
2769	1	219630139	219724980.5	94841.5
2770	1	219724980.5	219771164	46183.5
2771	1	219771164	220035856.5	264692.5
2772	1	220035856.5	220053960.5	18104
2773	1	220053960.5	220057548.5	3588
2774	1	220057548.5	220150136	92587.5
2775	1	220150136	220150166	30
2776	1	220150166	220181865.5	31699.5
2777	1	220181865.5	220291537	109671.5
2778	1	220291537	220351892.5	60355.5
2779	1	220351892.5	220351929	36.5
2780	1	220351929	220367629	15700
2781	1	220367629	220369456.5	1827.5
2782	1	220369456.5	220384185.5	14729
2783	1	220384185.5	220422456.5	38271
2784	1	220422456.5	220422529.5	73
2785	1	220422529.5	220422544	14.5
2786	1	220422544	220579649.5	157105.5
2787	1	220579649.5	220605142.5	25493
2788	1	220605142.5	220761375.5	156233
2789	1	220761375.5	220762297.5	922
2790	1	220762297.5	220764239	1941.5
2791	1	220764239	220874217	109978
2792	1	220874217	220874308	91
2793	1	220874308	220953873	79565
2794	1	220953873	220963133	9260
2795	1	220963133	220999083.5	35950.5
2796	1	220999083.5	220999268	184.5
2797	1	220999268	221247915	248647
2798	1	221247915	221353625.5	105710.5
2799	1	221353625.5	221353928	302.5
2800	1	221353928	221355689	1761
2801	1	221355689	221355816	127
2802	1	221355816	221356347	531
2803	1	221356347	221444683.5	88336.5
2804	1	221444683.5	221448244	3560.5
2805	1	221448244	221458909.5	10665.5
2806	1	221458909.5	221472048	13138.5
2807	1	221472048	221472378.5	330.5
2808	1	221472378.5	221472444	65.5
2809	1	221472444	221532137.5	59693.5
2810	1	221532137.5	221541970.5	9833
2811	1	221541970.5	221542750.5	780
2812	1	221542750.5	221543799.5	1049
2813	1	221543799.5	221546040.5	2241
2814	1	221546040.5	221619497.5	73457
2815	1	221619497.5	222214217.5	594720
2816	1	222214217.5	222418355.5	204138
2817	1	222418355.5	222447603.5	29248
2818	1	222447603.5	222493372	45768.5
2819	1	222493372	222585841	92469
2820	1	222585841	222593595	7754
2821	1	222593595	222889086.5	295491.5
2822	1	222889086.5	222910928.5	21842
2823	1	222910928.5	222960832.5	49904
2824	1	222960832.5	223009798.5	48966
2825	1	223009798.5	223009867	68.5
2826	1	223009867	223089588	79721
2827	1	223089588	223093330	3742
2828	1	223093330	223206916.5	113586.5
2829	1	223206916.5	223207894.5	978
2830	1	223207894.5	223256982.5	49088
2831	1	223256982.5	223379080.5	122098
2832	1	223379080.5	223524986.5	145906
2833	1	223524986.5	223597868	72881.5
2834	1	223597868	223627969.5	30101.5
2835	1	223627969.5	223646239	18269.5
2836	1	223646239	223653997	7758
2837	1	223653997	223749741	95744
2838	1	223749741	223820879.5	71138.5
2839	1	223820879.5	223926841.5	105962
2840	1	223926841.5	223983894.5	57053
2841	1	223983894.5	224012602.5	28708
2842	1	224012602.5	224023261	10658.5
2843	1	224023261	224156537	133276
2844	1	224156537	224160235	3698
2845	1	224160235	224164763	4528
2846	1	224164763	224234570.5	69807.5
2847	1	224234570.5	224312717.5	78147
2848	1	224312717.5	224321538.5	8821
2849	1	224321538.5	224321765	226.5
2850	1	224321765	224334645.5	12880.5
2851	1	224334645.5	224374474	39828.5
2852	1	224374474	224428641.5	54167.5
2853	1	224428641.5	224437890.5	9249
2854	1	224437890.5	224476412.5	38522
2855	1	224476412.5	224506774.5	30362
2856	1	224506774.5	224570596	63821.5
2857	1	224570596	224698624.5	128028.5
2858	1	224698624.5	224706028.5	7404
2859	1	224706028.5	224716420	10391.5
2860	1	224716420	224758700.5	42280.5
2861	1	224758700.5	224764657	5956.5
2862	1	224764657	225030253	265596
2863	1	225030253	225192416.5	162163.5
2864	1	225192416.5	225193509.5	1093
2865	1	225193509.5	225193543.5	34
2866	1	225193543.5	225558386.5	364843
2867	1	225558386.5	225559665	1278.5
2868	1	225559665	225561364	1699
2869	1	225561364	225564501	3137
2870	1	225564501	225586630.5	22129.5
2871	1	225586630.5	225605820	19189.5
2872	1	225605820	225606486	666
2873	1	225606486	225606630.5	144.5
2874	1	225606630.5	225747840.5	141210
2875	1	225747840.5	225748059	218.5
2876	1	225748059	225750877	2818
2877	1	225750877	226096908.5	346031.5
2878	1	226096908.5	226097415	506.5
2879	1	226097415	226200688	103273
2880	1	226200688	226221142	20454
2881	1	226221142	226236695	15553
2882	1	226236695	226330505	93810
2883	1	226330505	226358133.5	27628.5
2884	1	226358133.5	226704820.5	346687
2885	1	226704820.5	226826089.5	121269
2886	1	226826089.5	226951285	125195.5
2887	1	226951285	226974135	22850
2888	1	226974135	226986452	12317
2889	1	226986452	226998761.5	12309.5
2890	1	226998761.5	227025838.5	27077
2891	1	227025838.5	227025944	105.5
2892	1	227025944	227218383.5	192439.5
2893	1	227218383.5	227319423.5	101040
2894	1	227319423.5	227728305	408881.5
2895	1	227728305	228186324	458019
2896	1	228186324	228240999	54675
2897	1	228240999	228584921.5	343922.5
2898	1	228584921.5	228584967.5	46
2899	1	228584967.5	228617246.5	32279
2900	1	228617246.5	228629916	12669.5
2901	1	228629916	228729607	99691
2902	1	228729607	228729664.5	57.5
2903	1	228729664.5	228790029	60364.5
2904	1	228790029	228807602	17573
2905	1	228807602	228943084.5	135482.5
2906	1	228943084.5	229124609.5	181525
2907	1	229124609.5	229156836	32226.5
2908	1	229156836	229230073.5	73237.5
2909	1	229230073.5	229241742	11668.5
2910	1	229241742	229433060	191318
2911	1	229433060	229433103.5	43.5
2912	1	229433103.5	229542462.5	109359
2913	1	229542462.5	229542983	520.5
2914	1	229542983	229543189.5	206.5
2915	1	229543189.5	229543298.5	109
2916	1	229543298.5	229543319	20.5
2917	1	229543319	229558436.5	15117.5
2918	1	229558436.5	229625702.5	67266
2919	1	229625702.5	229669283.5	43581
2920	1	229669283.5	229750440.5	81157
2921	1	229750440.5	229766261	15820.5
2922	1	229766261	229793959.5	27698.5
2923	1	229793959.5	229794797.5	838
2924	1	229794797.5	229885178	90380.5
2925	1	229885178	229954789	69611
2926	1	229954789	230082320.5	127531.5
2927	1	230082320.5	230082422	101.5
2928	1	230082422	230183046	100624
2929	1	230183046	230183143	97
2930	1	230183143	230232606	49463
2931	1	230232606	230237570.5	4964.5
2932	1	230237570.5	230238357	786.5
2933	1	230238357	230240127.5	1770.5
2934	1	230240127.5	230252269	12141.5
2935	1	230252269	230266261	13992
2936	1	230266261	230356774.5	90513.5
2937	1	230356774.5	230356982.5	208
2938	1	230356982.5	230361557	4574.5
2939	1	230361557	230621461.5	259904.5
2940	1	230621461.5	230621480.5	19
2941	1	230621480.5	230654448.5	32968
2942	1	230654448.5	230655881.5	1433
2943	1	230655881.5	230656028.5	147
2944	1	230656028.5	230656168.5	140
2945	1	230656168.5	230825521	169352.5
2946	1	230825521	230837803.5	12282.5
2947	1	230837803.5	230848513	10709.5
2948	1	230848513	230855071.5	6558.5
2949	1	230855071.5	230862762.5	7691
2950	1	230862762.5	230863710	947.5
2951	1	230863710	230867508	3798
2952	1	230867508	230870373	2865
2953	1	230870373	230870410.5	37.5
2954	1	230870410.5	230909690.5	39280
2955	1	230909690.5	230947128.5	37438
2956	1	230947128.5	230947196	67.5
2957	1	230947196	230947247	51
2958	1	230947247	230983192	35945
2959	1	230983192	231019416	36224
2960	1	231019416	231020159	743
2961	1	231020159	231088444	68285
2962	1	231088444	231220077.5	131633.5
2963	1	231220077.5	231220091	13.5
2964	1	231220091	231305038.5	84947.5
2965	1	231305038.5	231310481	5442.5
2966	1	231310481	231316061	5580
2967	1	231316061	231316225	164
2968	1	231316225	231319256	3031
2969	1	231319256	231328315	9059
2970	1	231328315	231415227	86912
2971	1	231415227	231595980	180753
2972	1	231595980	231802839	206859
2973	1	231802839	232366149	563310
2974	1	232366149	232403474.5	37325.5
2975	1	232403474.5	232419781.5	16307
2976	1	232419781.5	232625173.5	205392
2977	1	232625173.5	232713484	88310.5
2978	1	232713484	232714796	1312
2979	1	232714796	232904615	189819
2980	1	232904615	232904784	169
2981	1	232904784	232936522	31738
2982	1	232936522	233366075.5	429553.5
2983	1	233366075.5	233404777	38701.5
2984	1	233404777	233436191	31414
2985	1	233436191	233437482.5	1291.5
2986	1	233437482.5	233530482	92999.5
2987	1	233530482	233641662	111180
2988	1	233641662	233693041	51379
2989	1	233693041	233717977.5	24936.5
2990	1	233717977.5	233720233	2255.5
2991	1	233720233	234057207	336974
2992	1	234057207	234084535.5	27328.5
2993	1	234084535.5	234084837	301.5
2994	1	234084837	234085092	255
2995	1	234085092	234208493	123401
2996	1	234208493	234232924.5	24431.5
2997	1	234232924.5	234252425.5	19501
2998	1	234252425.5	234267243	14817.5
2999	1	234267243	234267626	383
3000	1	234267626	234282961	15335
3001	1	234282961	234301101.5	18140.5
3002	1	234301101.5	234357212	56110.5
3003	1	234357212	234382222.5	25010.5
3004	1	234382222.5	234430681.5	48459
3005	1	234430681.5	234484033	53351.5
3006	1	234484033	234849303	365270
3007	1	234849303	234861006	11703
3008	1	234861006	235096418.5	235412.5
3009	1	235096418.5	235098775.5	2357
3010	1	235098775.5	235100277.5	1502
3011	1	235100277.5	235195306.5	95029
3012	1	235195306.5	235204792	9485.5
3013	1	235204792	235253883	49091
3014	1	235253883	235272452.5	18569.5
3015	1	235272452.5	235284388	11935.5
3016	1	235284388	235289094	4706
3017	1	235289094	235290602.5	1508.5
3018	1	235290602.5	235291019.5	417
3019	1	235291019.5	235291208.5	189
3020	1	235291208.5	235377233	86024.5
3021	1	235377233	235379990.5	2757.5
3022	1	235379990.5	235591201	211210.5
3023	1	235591201	235683869.5	92668.5
3024	1	235683869.5	235709401.5	25532
3025	1	235709401.5	235753400	43998.5
3026	1	235753400	235753859	459
3027	1	235753859	235766848	12989
3028	1	235766848	235776736.5	9888.5
3029	1	235776736.5	235821099	44362.5
3030	1	235821099	235821579	480
3031	1	235821579	235824187	2608
3032	1	235824187	235824255.5	68.5
3033	1	235824255.5	235824622.5	367
3034	1	235824622.5	235825037	414.5
3035	1	235825037	235825715.5	678.5
3036	1	235825715.5	235825797	81.5
3037	1	235825797	235825822.5	25.5
3038	1	235825822.5	235826355.5	533
3039	1	235826355.5	235826379	23.5
3040	1	235826379	235835716.5	9337.5
3041	1	235835716.5	235838237	2520.5
3042	1	235838237	236045344.5	207107.5
3043	1	236045344.5	236045373.5	29
3044	1	236045373.5	236045386.5	13
3045	1	236045386.5	236051894.5	6508
3046	1	236051894.5	236209794.5	157900
3047	1	236209794.5	236269092	59297.5
3048	1	236269092	236454581	185489
3049	1	236454581	236470877.5	16296.5
3050	1	236470877.5	236863060.5	392183
3051	1	236863060.5	236869393	6332.5
3052	1	236869393	236904622	35229
3053	1	236904622	236908092.5	3470.5
3054	1	236908092.5	236908130	37.5
3055	1	236908130	236938933.5	30803.5
3056	1	236938933.5	236981103.5	42170
3057	1	236981103.5	237078516	97412.5
3058	1	237078516	237344557	266041
3059	1	237344557	237369425.5	24868.5
3060	1	237369425.5	237517928.5	148503
3061	1	237517928.5	237537752.5	19824
3062	1	237537752.5	237805274.5	267522
3063	1	237805274.5	237807041	1766.5
3064	1	237807041	237843030.5	35989.5
3065	1	237843030.5	237843431.5	401
3066	1	237843431.5	237899701	56269.5
3067	1	237899701	237980797	81096
3068	1	237980797	238223751.5	242954.5
3069	1	238223751.5	238364544	140792.5
3070	1	238364544	238395640.5	31096.5
3071	1	238395640.5	238407733.5	12093
3072	1	238407733.5	238408107	373.5
3073	1	238408107	238520344.5	112237.5
3074	1	238520344.5	238562248.5	41904
3075	1	238562248.5	238641717	79468.5
3076	1	238641717	238641943.5	226.5
3077	1	238641943.5	238642039	95.5
3078	1	238642039	238643727	1688
3079	1	238643727	238665280.5	21553.5
3080	1	238665280.5	238707704.5	42424
3081	1	238707704.5	238764026	56321.5
3082	1	238764026	238888517	124491
3083	1	238888517	239391614	503097
3084	1	239391614	239391960	346
3085	1	239391960	239430941	38981
3086	1	239430941	239439965	9024
3087	1	239439965	239460823	20858
3088	1	239460823	239578136	117313
3089	1	239578136	239587734.5	9598.5
3090	1	239587734.5	239819628	231893.5
3091	1	239819628	239819668.5	40.5
3092	1	239819668.5	239819706	37.5
3093	1	239819706	239890121	70415
3094	1	239890121	239890856	735
3095	1	239890856	239890899.5	43.5
3096	1	239890899.5	239890933.5	34
3097	1	239890933.5	239892679.5	1746
3098	1	239892679.5	239894364	1684.5
3099	1	239894364	239896399.5	2035.5
3100	1	239896399.5	239897084	684.5
3101	1	239897084	240067177	170093
3102	1	240067177	240067983.5	806.5
3103	1	240067983.5	240079105	11121.5
3104	1	240079105	240079610.5	505.5
3105	1	240079610.5	240151344.5	71734
3106	1	240151344.5	240151431	86.5
3107	1	240151431	240151625.5	194.5
3108	1	240151625.5	240151840	214.5
3109	1	240151840	240151944	104
3110	1	240151944	240152032	88
3111	1	240152032	240152145.5	113.5
3112	1	240152145.5	240152561	415.5
3113	1	240152561	240154625	2064
3114	1	240154625	240203711	49086
3115	1	240203711	240292685	88974
3116	1	240292685	240313177.5	20492.5
3117	1	240313177.5	240333703.5	20526
3118	1	240333703.5	240344849.5	11146
3119	1	240344849.5	240489424	144574.5
3120	1	240489424	240546071.5	56647.5
3121	1	240546071.5	240632915	86843.5
3122	1	240632915	240685074	52159
3123	1	240685074	240685095	21
3124	1	240685095	240686505	1410
3125	1	240686505	240717523.5	31018.5
3126	1	240717523.5	240722030.5	4507
3127	1	240722030.5	240725357	3326.5
3128	1	240725357	240745289.5	19932.5
3129	1	240745289.5	240801215	55925.5
3130	1	240801215	240950358.5	149143.5
3131	1	240950358.5	240966770	16411.5
3132	1	240966770	240972916.5	6146.5
3133	1	240972916.5	240973503	586.5
3134	1	240973503	241025493.5	51990.5
3135	1	241025493.5	241025542	48.5
3136	1	241025542	241025560	18
3137	1	241025560	241025570	10
3138	1	241025570	241038743	13173
3139	1	241038743	241058526	19783
3140	1	241058526	241058620	94
3141	1	241058620	241285153.5	226533.5
3142	1	241285153.5	241312834.5	27681
3143	1	241312834.5	241313043.5	209
3144	1	241313043.5	241319969.5	6926
3145	1	241319969.5	241322877.5	2908
3146	1	241322877.5	241418110	95232.5
3147	1	241418110	241419193.5	1083.5
3148	1	241419193.5	241419410	216.5
3149	1	241419410	241419773.5	363.5
3150	1	241419773.5	241425033	5259.5
3151	1	241425033	241452215	27182
3152	1	241452215	241542840.5	90625.5
3153	1	241542840.5	241620875.5	78035
3154	1	241620875.5	241673530.5	52655
3155	1	241673530.5	241673627.5	97
3156	1	241673627.5	241728567	54939.5
3157	1	241728567	241825579	97012
3158	1	241825579	241841975.5	16396.5
3159	1	241841975.5	241856935	14959.5
3160	1	241856935	241858374	1439
3161	1	241858374	241858534	160
3162	1	241858534	241891255.5	32721.5
3163	1	241891255.5	242475021	583765.5
3164	1	242475021	242475327.5	306.5
3165	1	242475327.5	242479014.5	3687
3166	1	242479014.5	242480050	1035.5
3167	1	242480050	242480632	582
3168	1	242480632	242484338	3706
3169	1	242484338	242630969.5	146631.5
3170	1	242630969.5	242634325.5	3356
3171	1	242634325.5	242636861.5	2536
3172	1	242636861.5	242770423.5	133562
3173	1	242770423.5	242831321.5	60898
3174	1	242831321.5	242926979	95657.5
3175	1	242926979	242963243	36264
3176	1	242963243	242963448	205
3177	1	242963448	242963997.5	549.5
3178	1	242963997.5	242964942	944.5
3179	1	242964942	242965792	850
3180	1	242965792	242973591.5	7799.5
3181	1	242973591.5	242976337.5	2746
3182	1	242976337.5	243064096	87758.5
3183	1	243064096	243089853.5	25757.5
3184	1	243089853.5	243095330	5476.5
3185	1	243095330	243095825	495
3186	1	243095825	243106150	10325
3187	1	243106150	243137660.5	31510.5
3188	1	243137660.5	243164121	26460.5
3189	1	243164121	243201292	37171
3190	1	243201292	243230013.5	28721.5
3191	1	243230013.5	243256530	26516.5
3192	1	243256530	243258111	1581
3193	1	243258111	243265606.5	7495.5
3194	1	243265606.5	243271597.5	5991
3195	1	243271597.5	243504284	232686.5
3196	1	243504284	243508770.5	4486.5
